text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
mano que coisa mais linda na moral :(,0,1,1,1,8,8,8,8,37
"ta tudo fodido, ainda bem que no fui comp",1,1,1,1,9,8,8,9,41
porra vsf com essas coisa de me marcar em sorteio,1,1,1,1,10,10,10,10,49
"lixo e oq vcs querem e fizeram, para o brasil!
escria",1,1,1,1,11,8,8,11,53
s espero q logo  noite esteja um tempo agradvel,0,1,1,1,9,8,8,9,47
"deu de falar merda porra  deu de cuida da minha vida, porra!",1,1,1,1,12,12,12,12,60
absurdo!!!! revoltante,0,0,0,0,0,0,0,2,22
"caralho, siiiiim!!!! ouvindo s a parte tima da carreira.",0,1,1,1,7,9,7,9,56
"hsuashaus eu tento ser jovial assim mas me sinto ridculo 
s posto foto de cachorro :(",0,1,1,1,14,15,14,16,85
"mais vou ter que secar meu cabelo de novo, preguia da porra",1,1,1,1,12,12,12,12,59
hahahahahaha pois espero a retribuio,0,1,1,1,4,4,3,5,36
lembrei daquele tweet da mulher trans puts.....,0,1,1,1,6,6,6,7,47
manda essa porra a pra mim que pedi e ningum me mandou,1,1,1,1,12,12,12,12,54
"bateu pouco sim, devia ter socado mais pra ele aprender a parar de ser ridculo",1,1,1,1,15,14,14,15,78
"segura teus b.o sozinho porra, no vai tentar fazer algum a tua carga emocional 
que merda",0,1,1,1,15,16,15,16,89
"so boa pra caraio
varias paradinhas foda",0,1,1,1,6,7,6,7,40
quero cu manauara.,1,1,1,1,2,2,2,3,18
Participei de cerimnia na Polcia Rodoviria Federal para consagrar e honrar os policiais que tombaram no cumprimento do dever. Familiares de vrios presentes. Parabns  PRF pela iniciativa do memorial. Heris que se sacrificaram pela segurana do pas e da populao.,0,1,1,1,24,39,24,40,259
um tempo atrs eu vi esse documentrio que explica bem #salveaterra,0,1,1,1,9,10,9,11,65
"um sbado frio, de folga e sem nada pra fazer nesse carai",0,1,1,1,12,12,12,12,56
"toda vez q venho pro rio a chuva vem cmg
sinceramente pqp",0,1,1,1,12,12,12,12,57
ai essa edio  coisa mais lindo do mundo pqp olha isso,0,1,1,1,11,11,11,11,53
uma arrombada essa menina se eu pego ela esqueo meu senso e dou um soco,1,1,1,1,15,15,15,15,71
"so porque tipo, james, isco, ceballos (este nao  melhor que o bruno), casemiro, modric, kroos, fica fodido para ele",0,1,1,1,11,19,11,19,115
"puts nossa um homem foi super babaca
ento todo homem  lixo",1,1,1,1,11,11,11,11,58
aaah pqp,0,1,1,1,1,1,1,2,8
"Ela tem um gnio forte demais.  meio demente. Todos ns somos meio dementes. Essa  a fonte do nosso charme e  exatamente este lado que interessa. Se voc no captar o ponto de demncia,",1,1,1,1,32,29,29,33,180
odeio criana,0,1,1,1,2,2,2,2,12
mano o tinder me coloca uns matches aleatorios vei tipo umas pessoas q eu nunca dei e nem daria like pq nada a verrrrr,0,1,1,1,21,23,21,24,118
"porra, passamos mau kkkkkk",0,1,1,1,3,4,3,4,26
eu vou matar um filho da puta com as minhas prprias mos,1,1,1,1,12,12,12,12,55
"Vejam como  o STF.A #VazaJato vem demonstrando uma srie de ilegalidades na LavaJato.O STF deu de ombros.Bastou uma das revelaes mostrar a articulao em Curitiba contra os supremos que veio reao,vo limar o Dallagnol.Quer dizer,no esto nem a p/a justia.S corporativismo",0,1,1,1,24,40,24,41,266
casa de bruno. l pertinho de casa mesmo,0,1,1,1,7,8,7,8,39
vai se foder,1,1,1,1,3,3,3,3,12
"para seu bem caralho  alis t morrendo com o ""marmenina"" bem nordeste",0,1,1,1,11,12,11,12,68
"que trans mais gostosinho, pqp!",0,1,1,1,4,5,4,5,31
"Botei Sophia na cama comigo p dormir, quando fui ver a menina tava de bruos, sim, sim ela virou kkk e ainda conversa ctg quando fala com ela, faz pirraa quando ta puta puxa at os cabelos...Apenas 1 ms!!!",0,1,1,1,32,38,32,39,203
ai que dor de cabea do caralho,0,1,1,1,7,7,7,7,30
"depois eu que sou a errada da histria, jogo logo os print",0,1,1,1,12,12,12,12,57
a voz dela pqp garota casa comigo.....,0,1,1,1,6,6,6,7,38
brasil sendo brasil!,0,1,1,1,3,2,2,3,20
"eu estou passando mal aqui em niteri, no comir nadaa hj",0,1,1,1,8,11,8,11,55
lavei meu tnis com maior cuidado e amor do mundo p vim uma desgraada e pisaaaar,1,1,1,1,14,15,14,16,79
mano a mina fuma maconha o dia inteiro pqp,1,1,1,1,9,9,9,9,42
a priso dos hackers ...,0,1,1,1,5,5,5,5,23
"se eu saio fica puto
e se fico em casa fala pra acordar pra vida 
porra",1,1,1,1,16,16,16,16,71
amiga??? t puta,0,1,1,1,2,2,2,3,15
no meu cu  virgem,1,1,1,1,4,3,3,4,17
"acertou miservel kkkkkkkkkk - ava ksjjsjsjs
s muito fofi mds",1,1,1,1,10,7,7,10,60
ali eu tava puto,0,1,1,1,4,4,4,4,16
foda ser o patinho feio do grupo hein,0,1,1,1,8,8,8,8,37
amg olha o cu,1,1,1,1,4,4,4,4,13
"inclusive, quem quiser chegar na minha dm e contar como vai a vida eu t aceitando",0,1,1,1,15,16,15,16,81
"eu no estou sabendo lidar com as contrataes do meu time, pqp...",1,1,1,1,12,12,12,12,63
"foi o que eu pensei, c acredita? T fora desse a, se eu for ficar com o menino e no puder no mnimo meter o dedo no cu dele eu nem fico",1,1,1,1,32,30,30,32,133
"caralho, isso  real?",0,1,1,1,2,2,2,3,20
"sinceramente, as vezes eu pulo as partes de sexo de livros pq fica uma leitura to chata, tipo detalhes demais 

podem m",0,1,1,1,20,22,20,22,119
"aquele ditado 
piranha no sente frio nas pernas",1,1,1,1,8,8,8,8,47
os snap antigao q patrcia mandou  agr kkkkkkkkkkkkkkkkkkk vtnc,1,1,1,1,9,6,6,9,62
na neguinha,0,1,1,1,2,2,2,2,11
amiga coroa mostrando salto pes e buceta pra mim,1,1,1,1,9,8,8,9,48
"tom  muito cara de pau. eu fao carinho ele me morde, ai ele v q no to dando idia, ele deita em cima de mim",1,1,1,1,25,22,22,25,106
"sei l mano kkkkk pq a kkk foi uma puta seita racista, no sei como geraria contedo com esse  sem ter tom racista",0,1,1,1,21,23,21,23,111
"""pau pra toda obra"" kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk Tirei Sua alma gmea  de Touro, Virgem ou Capricrnio!",0,1,1,1,6,12,6,14,124
"mano q odio q eu tenho quando quero ficar com uma pessoa ai ela vai e fica com outra pq tipo, ta no direito dela n, ela nem sabe oq eu quero, ai eu vou e fico puta com isso
ao mesmo tempo em q sei q  errado e babaca, no consigo evitar",0,1,1,1,53,53,53,53,234
"Amanh o pau quebra da melhor forma como de costume, as vendas vo at hoje s 19:00, chama na dm pra ns desenrolar a melhor de tu garantir o ingresso..
#VemDeSainha",0,1,1,1,23,30,23,31,161
fdp nem p me cortar kkkkkkkkkkkkkkkkkkkkk,1,1,1,1,6,6,6,6,41
"""parem de desmerecer que esta tentando acertar"" ele nao ta tentando acertar ele ta tentando (e conseguindo) ganhar dinheiro",0,1,1,1,15,18,15,19,123
brasil ganha essa porra eu confio,0,1,1,1,6,6,6,6,33
"moleque totalmente dependente do tony stark, todo mundo sabe que ele  o homem aranha, chato pra crlh... quer mais?",1,1,1,1,18,15,15,19,114
"fav: 

 - primeira impresso: chata, irritante 
 - nvel de proximidade 0 - 10: 0
 -  uma mensagem pra voc: te odeio feia 
  - ppp (dm) 
 
 o tdio vamo",1,1,1,1,27,25,25,28,149
tenho algo um pouco parecido quando eu pinto minhas unhas. o choque deles eh muito engraado,0,1,1,1,15,16,15,16,91
"isto  um lomotif de vdd, o resto  resto",0,1,1,1,8,8,8,8,39
deus foi bom vc meu mano kkkk,0,1,1,1,7,7,7,7,29
"coisas q notei
1) ele n usa tenis de corrida. burro
2) corre de agasalho, oq  coisa de psicopata. n sente calor n?
3) rude com o av!!! o velho  mt legal fiquei irritada",1,1,1,1,34,28,28,34,168
"eu queria muito ir p baile do papato na cidade das artes final de agosto, vai ficar muito pica",0,1,1,1,17,19,17,19,94
tambm n o amigo s quer fluxo,0,1,1,1,6,7,6,7,28
"Aqui , numa boa, cada um na sua, ningum se metendo na vida do outro, quem quiser morrer  vontade, quem quiser se iludir ok tudo bem, enfim, um grau mais civilizatrio de vida... s queria fazer uma perguntinha bsica: tem coisa mais ordinria do que rap meldico?",1,1,1,1,46,40,40,47,258
j j ele vai chorar pro lobostao,1,1,1,1,6,6,6,7,31
atualmente apenas uma pessoa sabe de 90% das coisas da minha vida.  uma confiana mutua espero q dure pra um crl.,0,1,1,1,17,20,17,21,112
ta com deus fml porra,1,1,1,1,5,4,4,5,21
"zamix ta pior que oi, toma no cu em",1,1,1,1,8,8,8,9,35
quem me mandou msg no insta e apagou em? aparece logo deixa eu nervoso no carai,0,1,1,1,15,16,15,16,79
"Porra...se eu tiver que fazer esse processo todo para quebrar um ovo vou morrer de fome, custa quebrar o ovo devagar com uma colherzinha???",1,1,1,1,22,21,21,24,139
"no meio do hype cai a net tnc, mas fodac, hoje  #gokbm dalee",0,1,1,1,8,12,8,13,60
"vsf nayane, nem quero assunto contigo",1,1,1,1,6,5,5,6,37
"Eu na cama e ele na sala a mandar fotos da pia, ""mostra-me a tua xaroca quero comer a tua xaroca"" faz te um homem porco de merda",1,1,1,1,28,24,24,28,128
kkkkkkk eu l concentrada a mina me puxando kkkkkk maluca porra,1,1,1,1,11,11,11,11,62
"doutor eu no me engano, fdp  corinthiano. eu no sabia mais oq fazer mandei corinthiano e pra casa de fuder",1,1,1,1,20,18,18,20,106
vou colocar essa foto at no meu rg vei pqp t sem palavras,0,1,1,1,13,13,13,13,57
tem gente que se acha a odiada n kkkkkkkkkkk miga para que t feio,1,1,1,1,14,14,14,14,65
"No  oq a maioria percebe, eu j vi elas mudarem detalhes minsculos, a questo inteira  originalidade enquanto elas seguem uma coreografia, se for ver em outros grupos, vc consegue perceber essa essencial, essa originalidade at em algo coreografado",0,1,1,1,28,38,28,38,245
"Jennie falando que coisa boas esto vindo a eu fico &gt;ser que  o solo, ser q  o feat, a surpresa de aniversrio ou comeback pqp no sei mais em que pensar",0,1,1,1,27,30,27,31,153
carlho que jogo porra,1,1,1,1,3,3,3,4,21
"ai, ce vai falar com as pessoas depois do bate papo? quero demais te dar um abrao mesmo",0,1,1,1,17,18,17,18,87
"No sabe nem escrever o nome do grt direito!! Ainda quer vim aqui fala de um anjo, s Deus na causa dessa pessoa mal amada. Viado  quem fez esse miservel!!",1,1,1,1,29,25,25,30,153
"Ai vai se foder, essa galera  to acomodada que no consegue usar uma palavra com 3 letras antes das coisas 
&gt;CIS&lt;
Porra que dio, cansado de ler bobagem na tl por conta de vocs 
Coloca no tweet 
HOMEM CIS
MULHER CIS
NO  difcil CARALHO",1,1,1,1,43,37,36,44,238
lugar onde vende um dos melhores salgados,0,1,1,1,6,6,6,7,41
isso amigo  assim mesmo,0,1,1,1,4,4,4,4,23
fofocada.... kkkkkk,0,1,1,1,1,1,1,2,19
"caraa, a beleza da sua namorada  de outro mundo,nmrl...  Ainda,brabona fala tu...
Vagabundo Da Uma De Maluco, Pprt!",1,1,1,1,16,11,11,18,115
"cara, pelo visto independentemente do lugar, eles nunca prestam ateno quando o assunto  esse..",0,1,1,1,10,13,10,14,94
tpm atacando com fora e pra completar ainda estou com 38 d febre,0,1,1,1,12,13,12,13,64
sera q consigo te pegar antes do aquecimento global matar todo mundo?,0,1,1,1,12,12,12,12,69
cansou de passar raiva com esse tive e veio pra tirar o time da lama,0,1,1,1,15,15,15,15,68
"rap, essa  a mesa mais limpeza j postada na histria das interwebs",0,1,1,1,10,11,10,12,65
"princesa isabel, pb. quero ver no respeitar",0,1,1,1,5,7,5,7,43
onde voc parou?,0,1,1,1,2,2,2,3,15
Mano muito estranho ter uma mulher que limpa a casa pra gente da uma vergonha kkkkkkkk acordei e ela ja tava aqui to trancado no quarto ainda e quero levantar pra lavar a loua pra pelo menos fazer algo,0,1,1,1,38,38,37,39,201
"acho que s a primeira tava tima, pq tipo ia passar uma mensagem e pronto",0,1,1,1,15,15,15,15,72
gente o olhar dessa garoto nem disfaramos rs,0,1,1,1,7,8,7,8,44
"Aps grande anncio de Anitta, pai da diva causa e se diverte ao falar dos otes sexuais de Pedro Scooby: sse filho da me  bom de cama  (Foto: Reproduo/Instagram)",1,1,1,1,28,22,22,29,159
comeam marcando o diego e sempre sobra pra mim o b.o vsf,0,1,1,1,11,12,11,12,56
em 2017 eu e o davy se chamando de monica do caralho.....  era too,1,1,1,1,13,12,11,14,66
mano a natalia  loucaaaaaaa loucaaa de pedra,0,1,1,1,5,7,5,7,44
"- ta com raiva?
- no.
- ento olha pra mim.
-",0,1,1,1,11,12,11,12,44
"simm, isso que ia dizer! o nico tipo de asmr que eu ouo e de fato fico relaxada  o barulhinho de chuva, mas os outros eu realmente fico muito agoniada",0,1,1,1,25,29,25,30,150
"tava assistindo vlei e falando que tava me arrumando, pqp pq ana carolina me conhece to bem",0,1,1,1,16,17,16,17,91
"podem me chamar de rodrigo goes, breve breve todos sabero pq",0,1,1,1,9,11,9,11,60
ou ser viado e jogar shades nos clientes,1,1,1,1,7,6,6,8,40
meu momento atual:,0,1,1,1,2,3,2,3,18
"caralho, o nvel dos detalhes, mt foda, passei a seguir",0,1,1,1,9,10,9,10,54
"ningum escapa do rebuceteio
 te beija e j quer namorar
 se tu da uma esperana j significa que cs vo casar e morrer juntas 
 at htero gosta",1,1,1,1,27,25,25,27,138
imagina o pai acompanha o filho no karat hoje,0,1,1,1,7,9,7,9,45
j vai aprendendo,0,1,1,1,3,3,3,3,16
suprema esculhambao  a vergonha nacional #stfvergonhanacional,0,1,1,1,5,6,5,6,61
prc n acredito que perdi meu swoosh do travis no na praia pqp,1,1,1,1,12,10,10,13,61
q timo antes ningum queria ir no dubdogz agora q n vai ter lista todo mundo quer amo meus amigos,0,1,1,1,19,20,19,20,96
eu de madrugada quando minha me entra no quarto e eu to mexendo no celular,0,1,1,1,15,15,15,15,74
come minha irm fdp !!!,1,1,1,1,5,5,5,5,22
"esse frio s queria um leite quente , e no  o da vaca",0,1,1,1,13,13,13,13,52
"Sabe qual a pauta da discusso ?
Ricardo Galvo exonerado por dizer a verdade sobre o desmatamento, mas o bosto do seu presidente disse que era mentira, e no apresentou nenhum dado e argumento para rebater. Ele foi demitido por dizer a verdade, e n vai parar a, outros tbm vo.",1,1,1,1,50,46,46,51,274
mano logo no nosso dia eu quero chorar,0,1,1,1,8,8,8,8,38
eu to tentando entender at agr isso,0,1,1,1,7,7,7,7,35
Ai VeLHo qUe QuE c qUeR cOmIgO pOrrA qUE disGRAa VeLhO o SEu aRRombADinho qUe sAcO veLhO mANo sAi daKI vi NADJSKWKENSNSODNKS pOrra qUe disGRAa velho SAI DE MIM qUe bosta vei,1,1,1,1,31,9,8,32,173
"sim sim, pior gerao  a nossa",0,1,1,1,6,6,6,6,28
"fico puta s de olhar, caralho",1,1,1,1,6,6,6,6,29
"mnr eu chorei, sentir pra crl mas tb no sai perdendo no vai tomar no cu po kkkk",1,1,1,1,18,16,16,18,79
"A meu homo da porra chega gritando gata, gata, trouxe mimos 

quando vou ver os mimo so mel raiz e cervas 

Caralho esse cabra  o amor da minha vida mermo",0,1,1,1,27,30,27,30,154
tava puto pra crl,0,1,1,1,4,4,4,4,17
"Hoje  dia de Grmio Rock Club aqui na Rdio Hospcio Tricolor.
E o guich de pedidos musicais j est abertoooooooo
Faa o programa com a gente.
Pea teu som aqui em baixo  e vem curtir hoje s 20hs.
 
#RadioHospicio #Gremio #Rock #GRCdoHospicio",0,1,1,1,30,41,30,42,236
de amigxs assim que a humanidade precisa. deus te proteja de todo mal moa!,0,1,1,1,11,13,11,14,74
"odeio mentira, se for fazer algo nas minhas costas, faz certo, de um jeito que eu nunca vou descobrir, pq se eu descobrir,  vacilo na certa cmg",0,1,1,1,25,27,25,27,143
"""8 dessas 10"" s tem 9 porra kkkkkkkkkkkk",1,1,1,1,7,6,6,8,40
hoje as 20hrs tem multirao de votao pro premjio multishow!!,0,1,1,1,6,9,6,10,59
estou s minha me mandando eu pegar sol na telha  do vizinho kkkkk,0,1,1,1,12,13,12,13,65
carai joo me deu unf memo n,0,1,1,1,7,7,7,7,27
carai sou cinefilo dmais,0,1,1,1,3,4,3,4,24
roberta perfeita do caralho,0,1,1,1,3,4,3,4,27
"a prxima pizza  bom estar escrito: ""monsta x 2020 no allianz hall'",0,1,1,1,8,11,8,12,66
"aps estudar ingls por pelo menos 8 anos, somente 5% dos brasileiros (que estudaram em pblica ou privada) falam ingls.",0,1,1,1,17,19,17,20,117
"Eu acho um absurdo mulher bonita dando em cima dos mesmos homens feios que eu. Poxa mana, tu tem potencial pra bem mais que isso. Deixa os feio pra gente que  mal talhada.",0,1,1,1,29,32,29,33,171
"o Dia da Sobrecarga da Terra foi ontem, dia 29/07, ou seja esgotaram todos os recursos que tinha p 2019

temos apenas 18 meses p reduzir o aquecimento global

galera, est mais do que na hora de acordar, se informar e espalhar essas informaes.  o NOSSO futuro, NOSSO planeta",0,1,1,1,39,49,39,49,273
"que v , t toda de boa superada a o capeta manda msg e fode com tudo",0,1,1,1,16,17,16,17,67
"At quando esses homens e mulheres iro atrapalhar o nosso pas? At quando eles acobertaro corruptos, travaro aes do Governo ? A Hora do BASTA est chegando. No abusem da pacincia do povo brasileiro. Se dem o respeito para serem respeitados.
#STFVergonhaNacional",0,1,1,1,30,42,30,42,258
"vai tomar no seu c*, pe a porra do impeachment do toffoli e gilmar na pauta.",1,1,1,1,15,15,14,16,76
aquela pegada na pica pra mostrar que a pica ta duraaaa. pelas veias dar pra notar,1,1,1,1,15,13,12,16,82
taca-lhe pau,1,1,1,1,1,1,1,2,12
"a pior parte de ter shows so os status, pqp parece at que vai gravar um cd do show",0,1,1,1,17,19,17,19,82
como acreditar q o daniel alves agora vai vestir o mesmo manto q eu pqp q viagem porra,0,1,1,1,18,18,18,18,86
o bom gosto pqp,0,1,1,1,4,4,4,4,15
"prola t terrvel , ela se acha grande",1,1,1,1,8,8,8,8,36
chupa meu pau,1,1,1,1,3,2,2,3,13
"no sei se compro uma cala ou vou com a roupa q comprei msm, porra q tempo feio acabou com meu look",1,1,1,1,22,22,22,22,98
eu nao consigo manter um assunto por muito tempo em uma conversa sem me distrair ou esquecer o que eu tava falando,0,1,1,1,21,22,21,22,114
"Esse palhao fala em constituio federal, o prprio stf est limpando a bunda com a constituio... 
#STFVergonhaNascional",1,1,1,1,17,15,15,17,116
"no se ele tiver encomendado o ""servio""",0,1,1,1,6,6,6,7,38
mais um fim de semana e mais mentiras q terei q inventar p n ver nenhum macho,0,1,1,1,17,17,17,17,77
caralho q petardo filho,1,1,1,1,4,3,3,4,23
"Bobao, petistas nao tem vez nesse governo,me diz oque esse fdp ganha vazando informao pra jornais estrangeiro e dados do gov brasileiro pra outros paises!",1,1,1,1,23,19,19,25,154
"a corja  grande, infelizmente!",0,1,1,1,2,3,2,4,30
"juanfran est perto de jogar o br, tnc esse ano o br vai ficar o crime",0,1,1,1,15,16,15,16,69
preciso comprar um chinelo,0,1,1,1,4,4,4,4,26
que dor de cabea maldita,1,1,1,1,5,5,5,5,24
eu to mt cansadaaaaa pqp,1,1,1,1,5,4,4,5,24
"m, o menino s foi um pssimo namorado e  imaturo, isso no faz dele um macho escroto po",1,1,1,1,17,16,16,18,85
"J tivemos fanservice o bastante com ele usando o mjolnir, voltar pra acabar com tudo o que a Peggy construiu foi uma atitude ridcula dos diretores e algo que Steve JAMAIS faria.",1,1,1,1,31,27,27,32,177
ai como eu fico irritada fcil mds,0,1,1,1,7,7,7,7,33
ser o mais feio e chato em todos os seus grupos de amigos  essencial,0,1,1,1,13,14,13,14,68
tive a entrada mais pica nos carrinhos de choc ontem,0,1,1,1,8,10,8,10,52
bandido dissimulado. esse srgio moro  uma espcie de mal carter com ditadura e pitadas de atraso.,1,1,1,1,16,13,13,16,96
"Dois anos atrs: vei, no me chama de amiga, nem miga, pqp que trem falso
Hoje: amigaaa, miga vem aqui, a miga, amg amiga amigas amiga da tudo, at pra minha me",1,1,1,1,32,28,28,32,157
"acordei no ritmo mc brinquedo pra pegar esse nibus:
caralho
caralhooooooooooo",1,1,1,1,10,8,8,11,77
"e tem gente q fala q  bobeira eu no gostar de pegar uber/taxi sozinha, e adivinha, geralmente quem diz  homem",0,1,1,1,18,20,18,20,109
eu sinto um nojo mto grande desse arrombado,1,1,1,1,8,7,7,8,43
algum avisa pra minha me que rotina  chato?? pqp todo dia a mesma coisa q saco s quero ficar na minha vey,0,1,1,1,21,22,21,22,105
o jeito que tu  o amor da minha vida  diferente,0,1,1,1,10,10,10,10,47
"se no gosta morde as costas
habib s",0,1,1,1,8,8,8,8,35
v se isso no  uma puta de uma meta de relacionamento,1,1,1,1,11,11,11,11,52
"s da pessoa achar que o sotaque dela  o centro do brasil portanto s pode significar que quem tem sotaque  ''o outro e no eu'' j mostra que a pessoa  arrombada no ltimo nvel

reflita",1,1,1,1,34,32,32,35,181
"hoje eu to trabalhando movida pelo dio 

quer menu? toma leva todos e enfia no cu",1,1,1,1,16,14,14,16,81
"toda vez que eu vejo algum escrevendo ""garotx"" eu tenho vontade de gritar

filho da puta x no  pronome neutro para de usar",1,1,1,1,23,20,20,23,122
ator do primeiro 'o exterminador do futuro' se recusa a retornar: 'eu acho isso ridculo' -,0,1,1,1,9,16,9,16,90
"me toquei agr q eu e o enzo estamos fazendo 2 anos e 3 meses de namoro hoje,  coisa pra caralho n pqp",0,1,1,1,21,23,21,23,101
como pode ser to idiota por um projeto de barbie,1,1,1,1,9,9,9,10,48
"ei porra, as carne treme tudo sem condies",0,1,1,1,7,7,6,8,41
ah pronto fdp,1,1,1,1,3,3,3,3,13
ce posto ontem q nunca ia parar de fumar retardado,1,1,1,1,10,10,10,10,50
no preciso nem me comparar mais com as pessoas pra me sentir um lixo,0,1,1,1,14,14,14,14,68
